TimeStamp,ecg,ppg,sp02
14:59:44,1854.0,-26788.0,-7863.0
14:59:44,1854.0,-26788.0,-7863.0
14:59:44,1854.0,-26788.0,-7863.0
14:59:44,1854.0,-26788.0,-7863.0
14:59:44,1866.0,-26777.0,-7819.0
14:59:44,1866.0,-26777.0,-7819.0
14:59:44,1866.0,-26777.0,-7819.0
14:59:44,1866.0,-26777.0,-7819.0
14:59:44,1861.0,-26767.0,-7788.0
14:59:44,1861.0,-26767.0,-7788.0
14:59:44,1861.0,-26767.0,-7788.0
14:59:44,1861.0,-26767.0,-7788.0
14:59:44,1869.0,-26758.0,-7745.0
14:59:44,1869.0,-26758.0,-7745.0
14:59:44,1869.0,-26758.0,-7745.0
14:59:44,1869.0,-26758.0,-7745.0
14:59:44,1876.0,-26748.0,-7703.0
14:59:44,1876.0,-26748.0,-7703.0
14:59:44,1876.0,-26748.0,-7703.0
14:59:44,1876.0,-26748.0,-7703.0
14:59:44,1876.0,-26741.0,-7665.0
14:59:44,1876.0,-26741.0,-7665.0
14:59:44,1876.0,-26741.0,-7665.0
14:59:44,1876.0,-26741.0,-7665.0
14:59:44,1889.0,-26733.0,-7630.0
14:59:44,1889.0,-26733.0,-7630.0
14:59:44,1889.0,-26733.0,-7630.0
14:59:44,1889.0,-26733.0,-7630.0
14:59:44,1921.0,-26730.0,-7622.0
14:59:44,1921.0,-26730.0,-7622.0
14:59:44,1921.0,-26730.0,-7622.0
14:59:44,1921.0,-26730.0,-7622.0
14:59:44,1918.0,-26731.0,-7634.0
14:59:44,1918.0,-26731.0,-7634.0
14:59:44,1918.0,-26731.0,-7634.0
14:59:44,1918.0,-26731.0,-7634.0
14:59:44,1921.0,-26729.0,-7619.0
14:59:44,1921.0,-26729.0,-7619.0
14:59:44,1921.0,-26729.0,-7619.0
14:59:44,1921.0,-26729.0,-7619.0
14:59:44,1845.0,-26731.0,-7609.0
14:59:44,1845.0,-26731.0,-7609.0
14:59:44,1845.0,-26731.0,-7609.0
14:59:44,1845.0,-26731.0,-7609.0
14:59:44,1834.0,-26721.0,-7589.0
14:59:44,1834.0,-26721.0,-7589.0
14:59:44,1834.0,-26721.0,-7589.0
14:59:44,1834.0,-26721.0,-7589.0
14:59:44,1861.0,-26715.0,-7568.0
14:59:44,1861.0,-26715.0,-7568.0
14:59:44,1861.0,-26715.0,-7568.0
14:59:44,1861.0,-26715.0,-7568.0
14:59:44,2109.0,-26714.0,-7544.0
14:59:44,2109.0,-26714.0,-7544.0
14:59:44,2109.0,-26714.0,-7544.0
14:59:44,2109.0,-26714.0,-7544.0
14:59:44,2309.0,-26708.0,-7516.0
14:59:44,2309.0,-26708.0,-7516.0
14:59:44,2309.0,-26708.0,-7516.0
14:59:44,2309.0,-26708.0,-7516.0
14:59:44,1016.0,-26696.0,-7503.0
14:59:44,1016.0,-26696.0,-7503.0
14:59:44,1016.0,-26696.0,-7503.0
14:59:44,1016.0,-26696.0,-7503.0
14:59:44,1703.0,-26695.0,-7489.0
14:59:44,1703.0,-26695.0,-7489.0
14:59:44,1703.0,-26695.0,-7489.0
14:59:44,1703.0,-26695.0,-7489.0
14:59:44,1899.0,-26695.0,-7475.0
14:59:44,1899.0,-26695.0,-7475.0
14:59:44,1899.0,-26695.0,-7475.0
14:59:44,1899.0,-26695.0,-7475.0
14:59:44,1926.0,-26689.0,-7469.0
14:59:44,1926.0,-26689.0,-7469.0
14:59:44,1926.0,-26689.0,-7469.0
14:59:44,1926.0,-26689.0,-7469.0
14:59:44,1966.0,-26680.0,-7458.0
14:59:44,1966.0,-26680.0,-7458.0
14:59:44,1966.0,-26680.0,-7458.0
14:59:44,1966.0,-26680.0,-7458.0
14:59:44,1985.0,-26685.0,-7455.0
14:59:44,1985.0,-26685.0,-7455.0
14:59:44,1985.0,-26685.0,-7455.0
14:59:44,1985.0,-26685.0,-7455.0
14:59:44,2019.0,-26678.0,-7435.0
14:59:44,2019.0,-26678.0,-7435.0
14:59:44,2019.0,-26678.0,-7435.0
14:59:44,2019.0,-26678.0,-7435.0
14:59:44,2088.0,-26685.0,-7430.0
14:59:45,2088.0,-26685.0,-7430.0
14:59:45,2088.0,-26685.0,-7430.0
14:59:45,2088.0,-26685.0,-7430.0
14:59:45,2147.0,-26703.0,-7490.0
14:59:45,2147.0,-26703.0,-7490.0
14:59:45,2147.0,-26703.0,-7490.0
14:59:45,2147.0,-26703.0,-7490.0
14:59:45,2154.0,-26744.0,-7629.0
14:59:45,2154.0,-26744.0,-7629.0
14:59:45,2154.0,-26744.0,-7629.0
14:59:45,2154.0,-26744.0,-7629.0
14:59:45,2115.0,-26781.0,-7808.0
14:59:45,2115.0,-26781.0,-7808.0
14:59:45,2115.0,-26781.0,-7808.0
14:59:45,2115.0,-26781.0,-7808.0
14:59:45,2014.0,-26799.0,-7885.0
14:59:45,2014.0,-26799.0,-7885.0
14:59:45,2014.0,-26799.0,-7885.0
14:59:45,2014.0,-26799.0,-7885.0
14:59:45,1912.0,-26795.0,-7884.0
14:59:45,1912.0,-26795.0,-7884.0
14:59:45,1912.0,-26795.0,-7884.0
14:59:45,1912.0,-26795.0,-7884.0
14:59:45,1884.0,-26788.0,-7839.0
14:59:45,1884.0,-26788.0,-7839.0
14:59:45,1884.0,-26788.0,-7839.0
14:59:45,1884.0,-26788.0,-7839.0
14:59:45,1866.0,-26770.0,-7785.0
14:59:45,1866.0,-26770.0,-7785.0
14:59:45,1866.0,-26770.0,-7785.0
14:59:45,1866.0,-26770.0,-7785.0
14:59:45,1882.0,-26765.0,-7754.0
14:59:45,1882.0,-26765.0,-7754.0
14:59:45,1882.0,-26765.0,-7754.0
14:59:45,1882.0,-26765.0,-7754.0
14:59:45,1872.0,-26755.0,-7712.0
14:59:45,1872.0,-26755.0,-7712.0
14:59:45,1872.0,-26755.0,-7712.0
14:59:45,1872.0,-26755.0,-7712.0
