TimeStamp,ecg,ppg,
11:48:59,-457,-12658,1397
11:48:59,-457,-12658,1397
11:48:59,-457,-12658,1397
11:48:59,-451,-12641,1448
11:48:59,-451,-12641,1448
11:48:59,-451,-12641,1448
11:48:59,-451,-12641,1448
11:48:59,-420,-12613,1515
11:48:59,-420,-12613,1515
11:48:59,-420,-12613,1515
11:48:59,-420,-12613,1515
11:48:59,-433,-12596,1568
11:48:59,-433,-12596,1568
11:48:59,-433,-12596,1568
11:48:59,-433,-12596,1568
11:48:59,-394,-12616,1535
11:48:59,-394,-12616,1535
11:48:59,-394,-12616,1535
11:48:59,-394,-12616,1535
11:48:59,-401,-12693,1353
11:48:59,-401,-12693,1353
11:48:59,-401,-12693,1353
11:48:59,-401,-12693,1353
11:48:59,-405,-12806,1037
11:48:59,-405,-12806,1037
11:48:59,-405,-12806,1037
11:48:59,-405,-12806,1037
11:48:59,-439,-12953,648
11:48:59,-439,-12953,648
11:48:59,-439,-12953,648
11:48:59,-439,-12953,648
11:48:59,-498,-13092,266
11:48:59,-498,-13092,266
11:48:59,-498,-13092,266
11:48:59,-498,-13092,266
11:48:59,-505,-13186,-35
11:48:59,-505,-13186,-35
11:48:59,-505,-13186,-35
11:48:59,-505,-13186,-35
11:48:59,-525,-13251,-207
11:48:59,-525,-13251,-207
11:48:59,-525,-13251,-207
11:48:59,-525,-13251,-207
11:48:59,-503,-13277,-293
11:48:59,-503,-13277,-293
11:48:59,-503,-13277,-293
11:48:59,-503,-13277,-293
11:48:59,-508,-13273,-303
11:48:59,-508,-13273,-303
11:48:59,-508,-13273,-303
11:48:59,-508,-13273,-303
11:48:59,-513,-13266,-266
11:48:59,-513,-13266,-266
11:48:59,-513,-13266,-266
11:48:59,-513,-13266,-266
11:48:59,-502,-13250,-201
11:48:59,-502,-13250,-201
11:48:59,-502,-13250,-201
11:48:59,-502,-13250,-201
11:48:59,-507,-13212,-110
11:48:59,-507,-13212,-110
11:48:59,-507,-13212,-110
11:48:59,-507,-13212,-110
11:48:59,-477,-13164,12
11:48:59,-477,-13164,12
11:48:59,-477,-13164,12
11:48:59,-477,-13164,12
11:48:59,-484,-13120,138
11:48:59,-484,-13120,138
11:48:59,-484,-13120,138
11:48:59,-484,-13120,138
11:48:59,-497,-13091,232
11:48:59,-497,-13091,232
11:48:59,-497,-13091,232
11:48:59,-497,-13091,232
11:48:59,-487,-13077,276
11:48:59,-487,-13077,276
11:48:59,-487,-13077,276
11:48:59,-487,-13077,276
11:48:59,-492,-13084,265
11:48:59,-492,-13084,265
11:48:59,-492,-13084,265
11:48:59,-492,-13084,265
11:48:59,-500,-13086,242
11:48:59,-500,-13086,242
11:48:59,-500,-13086,242
11:48:59,-500,-13086,242
11:48:59,-483,-13112,209
11:48:59,-483,-13112,209
11:48:59,-483,-13112,209
11:48:59,-483,-13112,209
11:48:59,-487,-13114,194
11:48:59,-487,-13114,194
11:48:59,-487,-13114,194
11:48:59,-487,-13114,194
11:48:59,-490,-13094,226
11:48:59,-490,-13094,226
11:48:59,-490,-13094,226
11:48:59,-490,-13094,226
11:48:59,-492,-13082,259
11:48:59,-492,-13082,259
11:48:59,-492,-13082,259
11:48:59,-492,-13082,259
11:48:59,-492,-13042,350
11:48:59,-492,-13042,350
11:48:59,-492,-13042,350
11:48:59,-492,-13042,350
11:48:59,-476,-13017,444
11:48:59,-476,-13017,444
11:48:59,-476,-13017,444
11:48:59,-476,-13017,444
11:48:59,-442,-12986,526
11:48:59,-442,-12986,526
11:48:59,-442,-12986,526
11:48:59,-442,-12986,526
11:48:59,-480,-12949,619
11:48:59,-480,-12949,619
11:48:59,-480,-12949,619
11:48:59,-480,-12949,619
11:48:59,-486,-12920,696
11:48:59,-486,-12920,696
11:48:59,-486,-12920,696
11:48:59,-486,-12920,696
11:48:59,-522,-12896,768
11:48:59,-522,-12896,768
11:48:59,-522,-12896,768
11:48:59,-522,-12896,768
11:48:59,-500,-12876,830
11:48:59,-500,-12876,830
11:49:00,-500,-12876,830
11:49:00,-500,-12876,830
11:49:00,-366,-12854,896
11:49:00,-366,-12854,896
11:49:00,-366,-12854,896
11:49:00,-366,-12854,896
11:49:00,-332,-12838,952
11:49:00,-332,-12838,952
11:49:00,-332,-12838,952
11:49:00,-332,-12838,952
11:49:00,-780,-12817,987
11:49:00,-780,-12817,987
11:49:00,-780,-12817,987
11:49:00,-780,-12817,987
11:49:00,-463,-12795,1033
11:49:00,-463,-12795,1033
11:49:00,-463,-12795,1033
11:49:00,-463,-12795,1033
11:49:00,-486,-12793,1092
11:49:00,-486,-12793,1092
11:49:00,-486,-12793,1092
11:49:00,-486,-12793,1092
11:49:00,-481,-12768,1142
11:49:00,-481,-12768,1142
11:49:00,-481,-12768,1142
11:49:00,-481,-12768,1142
11:49:00,-439,-12750,1180
11:49:00,-439,-12750,1180
11:49:00,-439,-12750,1180
11:49:00,-439,-12750,1180
11:49:00,-465,-12729,1230
11:49:00,-465,-12729,1230
11:49:00,-465,-12729,1230
11:49:00,-465,-12729,1230
11:49:00,-450,-12709,1272
11:49:00,-450,-12709,1272
11:49:00,-450,-12709,1272
11:49:00,-450,-12709,1272
11:49:00,-474,-12690,1332
11:49:00,-474,-12690,1332
11:49:00,-474,-12690,1332
11:49:00,-474,-12690,1332
11:49:00,-450,-12675,1391
11:49:00,-450,-12675,1391
11:49:00,-450,-12675,1391
11:49:00,-450,-12675,1391
11:49:00,-451,-12637,1458
11:49:00,-451,-12637,1458
11:49:00,-451,-12637,1458
11:49:00,-451,-12637,1458
11:49:00,-430,-12654,1464
11:49:00,-430,-12654,1464
11:49:00,-430,-12654,1464
11:49:00,-430,-12654,1464
11:49:00,-418,-12716,1306
11:49:00,-418,-12716,1306
11:49:00,-418,-12716,1306
11:49:00,-418,-12716,1306
11:49:00,-428,-12835,989
11:49:00,-428,-12835,989
11:49:00,-428,-12835,989
11:49:00,-428,-12835,989
11:49:00,-444,-12990,579
11:49:00,-444,-12990,579
11:49:00,-444,-12990,579
11:49:00,-444,-12990,579
11:49:00,-452,-13138,151
11:49:00,-452,-13138,151
11:49:00,-452,-13138,151
11:49:00,-452,-13138,151
11:49:00,-469,-13261,-189
11:49:00,-469,-13261,-189
11:49:00,-469,-13261,-189
11:49:00,-469,-13261,-189
11:49:00,-517,-13343,-414
11:49:00,-517,-13343,-414
11:49:00,-517,-13343,-414
11:49:00,-517,-13343,-414
11:49:00,-490,-13379,-546
11:49:00,-490,-13379,-546
11:49:00,-490,-13379,-546
11:49:00,-490,-13379,-546
11:49:00,-503,-13393,-582
11:49:00,-503,-13393,-582
11:49:00,-503,-13393,-582
11:49:00,-503,-13393,-582
11:49:00,-486,-13392,-570
11:49:00,-486,-13392,-570
11:49:00,-486,-13392,-570
11:49:00,-486,-13392,-570
11:49:00,-484,-13371,-562
11:49:00,-484,-13371,-562
11:49:00,-484,-13371,-562
11:49:00,-484,-13371,-562
11:49:00,-484,-13362,-498
11:49:00,-484,-13362,-498
11:49:00,-484,-13362,-498
11:49:00,-484,-13362,-498
11:49:00,-469,-13333,-424
11:49:00,-469,-13333,-424
11:49:00,-469,-13333,-424
11:49:00,-469,-13333,-424
11:49:00,-457,-13295,-319
11:49:00,-457,-13295,-319
11:49:00,-457,-13295,-319
11:49:00,-457,-13295,-319
11:49:00,-469,-13253,-212
11:49:00,-469,-13253,-212
11:49:00,-469,-13253,-212
11:49:00,-469,-13253,-212
11:49:00,-490,-13229,-140
11:49:00,-490,-13229,-140
11:49:00,-490,-13229,-140
11:49:00,-490,-13229,-140
11:49:00,-495,-13224,-120
11:49:00,-495,-13224,-120
11:49:00,-495,-13224,-120
11:49:00,-495,-13224,-120
11:49:00,-495,-13225,-122
11:49:00,-495,-13225,-122
11:49:00,-495,-13225,-122
11:49:00,-495,-13225,-122
11:49:00,-485,-13231,-132
11:49:00,-485,-13231,-132
11:49:00,-485,-13231,-132
11:49:00,-485,-13231,-132
11:49:00,-491,-13236,-137
11:49:00,-491,-13236,-137
11:49:00,-491,-13236,-137
11:49:00,-491,-13236,-137
11:49:00,-487,-13222,-111
11:49:00,-487,-13222,-111
11:49:00,-487,-13222,-111
11:49:00,-487,-13222,-111
11:49:00,-487,-13202,-51
11:49:00,-487,-13202,-51
11:49:00,-487,-13202,-51
11:49:00,-487,-13202,-51
11:49:00,-477,-13172,20
11:49:00,-477,-13172,20
11:49:00,-477,-13172,20
11:49:00,-477,-13172,20
11:49:00,-493,-13141,118
11:49:00,-493,-13141,118
11:49:00,-493,-13141,118
11:49:00,-493,-13141,118
11:49:00,-446,-13101,211
11:49:00,-446,-13101,211
11:49:00,-446,-13101,211
11:49:00,-446,-13101,211
11:49:00,-473,-13063,325
11:49:00,-473,-13063,325
11:49:00,-473,-13063,325
11:49:00,-473,-13063,325
11:49:00,-455,-13031,418
11:49:00,-455,-13031,418
11:49:00,-455,-13031,418
11:49:00,-455,-13031,418
11:49:00,-400,-12999,515
11:49:00,-400,-12999,515
11:49:00,-400,-12999,515
11:49:00,-400,-12999,515
11:49:00,-438,-12976,587
11:49:00,-438,-12976,587
11:49:00,-438,-12976,587
11:49:00,-438,-12976,587
11:49:00,-461,-12953,636
11:49:00,-461,-12953,636
11:49:00,-461,-12953,636
11:49:00,-461,-12953,636
11:49:00,-498,-12925,701
11:49:00,-498,-12925,701
11:49:00,-498,-12925,701
11:49:00,-498,-12925,701
11:49:00,-492,-12897,769
11:49:00,-492,-12897,769
11:49:00,-492,-12897,769
11:49:00,-492,-12897,769
11:49:00,-451,-12891,818
11:49:00,-451,-12891,818
11:49:00,-451,-12891,818
11:49:00,-451,-12891,818
11:49:00,-220,-12867,856
11:49:00,-220,-12867,856
11:49:00,-220,-12867,856
11:49:00,-220,-12867,856
11:49:00,-913,-12853,899
11:49:00,-913,-12853,899
11:49:00,-913,-12853,899
11:49:00,-913,-12853,899
11:49:00,-486,-12840,946
11:49:00,-486,-12840,946
11:49:00,-486,-12840,946
11:49:00,-486,-12840,946
11:49:00,-483,-12811,997
11:49:00,-483,-12811,997
11:49:00,-483,-12811,997
11:49:00,-483,-12811,997
11:49:00,-450,-12800,1034
11:49:00,-450,-12800,1034
11:49:01,-450,-12800,1034
11:49:01,-450,-12800,1034
11:49:01,-435,-12778,1097
11:49:01,-435,-12778,1097
11:49:01,-435,-12778,1097
11:49:01,-435,-12778,1097
11:49:01,-447,-12765,1168
11:49:01,-447,-12765,1168
11:49:01,-447,-12765,1168
11:49:01,-447,-12765,1168
11:49:01,-464,-12729,1239
11:49:01,-464,-12729,1239
11:49:01,-464,-12729,1239
11:49:01,-464,-12729,1239
11:49:01,-463,-12707,1307
11:49:01,-463,-12707,1307
11:49:01,-463,-12707,1307
11:49:01,-463,-12707,1307
11:49:01,-435,-12678,1379
11:49:01,-435,-12678,1379
11:49:01,-435,-12678,1379
11:49:01,-435,-12678,1379
11:49:01,-473,-12649,1441
11:49:01,-473,-12649,1441
11:49:01,-473,-12649,1441
11:49:01,-473,-12649,1441
11:49:01,-404,-12655,1449
11:49:01,-404,-12655,1449
11:49:01,-404,-12655,1449
11:49:01,-404,-12655,1449
11:49:01,-424,-12721,1294
11:49:01,-424,-12721,1294
11:49:01,-424,-12721,1294
11:49:01,-424,-12721,1294
11:49:01,-415,-12847,974
11:49:01,-415,-12847,974
11:49:01,-415,-12847,974
11:49:01,-415,-12847,974
11:49:01,-442,-13015,533
11:49:01,-442,-13015,533
11:49:01,-442,-13015,533
11:49:01,-442,-13015,533
11:49:01,-440,-13170,89
11:49:01,-440,-13170,89
11:49:01,-440,-13170,89
11:49:01,-440,-13170,89
11:49:01,-482,-13307,-296
11:49:01,-482,-13307,-296
11:49:01,-482,-13307,-296
11:49:01,-482,-13307,-296
11:49:01,-518,-13403,-556
11:49:01,-518,-13403,-556
11:49:01,-518,-13403,-556
11:49:01,-518,-13403,-556
11:49:01,-500,-13445,-720
11:49:01,-500,-13445,-720
11:49:01,-500,-13445,-720
11:49:01,-500,-13445,-720
11:49:01,-488,-13455,-770
11:49:01,-488,-13455,-770
11:49:01,-488,-13455,-770
11:49:01,-488,-13455,-770
11:49:01,-506,-13456,-757
11:49:01,-506,-13456,-757
11:49:01,-506,-13456,-757
11:49:01,-506,-13456,-757
11:49:01,-491,-13439,-721
11:49:01,-491,-13439,-721
11:49:01,-491,-13439,-721
11:49:01,-491,-13439,-721
11:49:01,-512,-13429,-686
11:49:01,-512,-13429,-686
11:49:01,-512,-13429,-686
11:49:01,-512,-13429,-686
11:49:01,-494,-13402,-612
11:49:01,-494,-13402,-612
11:49:01,-494,-13402,-612
11:49:01,-494,-13402,-612
11:49:01,-476,-13352,-483
11:49:01,-476,-13352,-483
11:49:01,-476,-13352,-483
11:49:01,-476,-13352,-483
11:49:01,-491,-13322,-367
11:49:01,-491,-13322,-367
11:49:01,-491,-13322,-367
11:49:01,-491,-13322,-367
11:49:01,-487,-13277,-280
11:49:01,-487,-13277,-280
11:49:01,-487,-13277,-280
11:49:01,-487,-13277,-280
11:49:01,-474,-13266,-218
11:49:01,-474,-13266,-218
11:49:01,-474,-13266,-218
11:49:01,-474,-13266,-218
11:49:01,-480,-13257,-196
11:49:01,-480,-13257,-196
11:49:01,-480,-13257,-196
11:49:01,-480,-13257,-196
11:49:01,-490,-13259,-193
11:49:01,-490,-13259,-193
11:49:01,-490,-13259,-193
11:49:01,-490,-13259,-193
11:49:01,-473,-13253,-188
11:49:01,-473,-13253,-188
11:49:01,-473,-13253,-188
11:49:01,-473,-13253,-188
11:49:01,-501,-13244,-182
11:49:01,-501,-13244,-182
11:49:01,-501,-13244,-182
11:49:01,-501,-13244,-182
11:49:01,-491,-13236,-151
11:49:01,-491,-13236,-151
11:49:01,-491,-13236,-151
11:49:01,-491,-13236,-151
11:49:01,-491,-13209,-83
11:49:01,-491,-13209,-83
11:49:01,-491,-13209,-83
11:49:01,-491,-13209,-83
11:49:01,-483,-13178,17
11:49:01,-483,-13178,17
11:49:01,-483,-13178,17
11:49:01,-483,-13178,17
11:49:01,-468,-13138,119
11:49:01,-468,-13138,119
11:49:01,-468,-13138,119
11:49:01,-468,-13138,119
11:49:01,-472,-13094,225
11:49:01,-472,-13094,225
11:49:01,-472,-13094,225
11:49:01,-472,-13094,225
11:49:01,-468,-13048,338
11:49:01,-468,-13048,338
11:49:01,-468,-13048,338
11:49:01,-468,-13048,338
11:49:01,-419,-13020,432
11:49:01,-419,-13020,432
11:49:01,-419,-13020,432
11:49:01,-419,-13020,432
11:49:01,-474,-12982,541
11:49:01,-474,-12982,541
11:49:01,-474,-12982,541
11:49:01,-474,-12982,541
11:49:01,-486,-12964,628
11:49:01,-486,-12964,628
11:49:01,-486,-12964,628
11:49:01,-486,-12964,628
11:49:01,-501,-12933,692
11:49:01,-501,-12933,692
11:49:01,-501,-12933,692
11:49:01,-501,-12933,692
11:49:01,-486,-12899,773
11:49:01,-486,-12899,773
11:49:01,-486,-12899,773
11:49:01,-486,-12899,773
11:49:01,-383,-12876,844
11:49:01,-383,-12876,844
11:49:01,-383,-12876,844
11:49:01,-383,-12876,844
11:49:01,-239,-12854,915
11:49:01,-239,-12854,915
11:49:01,-239,-12854,915
11:49:01,-239,-12854,915
11:49:01,-807,-12837,972
11:49:01,-807,-12837,972
11:49:01,-807,-12837,972
11:49:01,-807,-12837,972
11:49:01,-473,-12816,1026
11:49:01,-473,-12816,1026
11:49:01,-473,-12816,1026
11:49:01,-473,-12816,1026
11:49:01,-471,-12796,1069
11:49:01,-471,-12796,1069
11:49:01,-471,-12796,1069
11:49:01,-471,-12796,1069
11:49:01,-441,-12776,1097
11:49:01,-441,-12776,1097
11:49:01,-441,-12776,1097
11:49:01,-441,-12776,1097
11:49:01,-461,-12764,1145
11:49:01,-461,-12764,1145
11:49:01,-461,-12764,1145
11:49:01,-461,-12764,1145
11:49:01,-450,-12751,1208
11:49:01,-450,-12751,1208
11:49:01,-450,-12751,1208
11:49:01,-450,-12751,1208
11:49:01,-441,-12720,1269
11:49:01,-441,-12720,1269
11:49:01,-441,-12720,1269
11:49:01,-441,-12720,1269
11:49:01,-427,-12694,1345
11:49:01,-427,-12694,1345
11:49:01,-427,-12694,1345
11:49:01,-427,-12694,1345
11:49:01,-416,-12669,1417
11:49:01,-416,-12669,1417
11:49:01,-416,-12669,1417
11:49:01,-416,-12669,1417
11:49:01,-431,-12633,1485
11:49:01,-431,-12633,1485
11:49:02,-431,-12633,1485
11:49:02,-431,-12633,1485
11:49:02,-398,-12637,1497
11:49:02,-398,-12637,1497
11:49:02,-398,-12637,1497
11:49:02,-398,-12637,1497
11:49:02,-403,-12698,1361
11:49:02,-403,-12698,1361
11:49:02,-403,-12698,1361
11:49:02,-403,-12698,1361
11:49:02,-392,-12811,1075
11:49:02,-392,-12811,1075
11:49:02,-392,-12811,1075
11:49:02,-392,-12811,1075
11:49:02,-431,-12961,678
11:49:02,-431,-12961,678
11:49:02,-431,-12961,678
11:49:02,-431,-12961,678
11:49:02,-427,-13112,253
11:49:02,-427,-13112,253
11:49:02,-427,-13112,253
11:49:02,-427,-13112,253
11:49:02,-452,-13242,-97
11:49:02,-452,-13242,-97
11:49:02,-452,-13242,-97
11:49:02,-452,-13242,-97
11:49:02,-470,-13312,-343
11:49:02,-470,-13312,-343
11:49:02,-470,-13312,-343
11:49:02,-470,-13312,-343
11:49:02,-498,-13362,-478
11:49:02,-498,-13362,-478
11:49:02,-498,-13362,-478
11:49:02,-498,-13362,-478
11:49:02,-466,-13367,-518
11:49:02,-466,-13367,-518
11:49:02,-466,-13367,-518
11:49:02,-466,-13367,-518
11:49:02,-465,-13348,-476
11:49:02,-465,-13348,-476
11:49:02,-465,-13348,-476
11:49:02,-465,-13348,-476
11:49:02,-458,-13329,-413
11:49:02,-458,-13329,-413
11:49:02,-458,-13329,-413
11:49:02,-458,-13329,-413
11:49:02,-452,-13300,-335
11:49:02,-452,-13300,-335
11:49:02,-452,-13300,-335
11:49:02,-452,-13300,-335
11:49:02,-447,-13256,-208
11:49:02,-447,-13256,-208
11:49:02,-447,-13256,-208
11:49:02,-447,-13256,-208
11:49:02,-472,-13203,-68
11:49:02,-472,-13203,-68
11:49:02,-472,-13203,-68
11:49:02,-472,-13203,-68
11:49:02,-460,-13156,66
11:49:02,-460,-13156,66
11:49:02,-460,-13156,66
11:49:02,-460,-13156,66
11:49:02,-433,-13122,165
11:49:02,-433,-13122,165
11:49:02,-433,-13122,165
11:49:02,-433,-13122,165
11:49:02,-451,-13111,214
11:49:02,-451,-13111,214
11:49:02,-451,-13111,214
11:49:02,-451,-13111,214
11:49:02,-467,-13106,227
11:49:02,-467,-13106,227
11:49:02,-467,-13106,227
11:49:02,-467,-13106,227
11:49:02,-458,-13103,216
11:49:02,-458,-13103,216
11:49:02,-458,-13103,216
11:49:02,-458,-13103,216
11:49:02,-429,-13115,218
11:49:02,-429,-13115,218
11:49:02,-429,-13115,218
11:49:02,-429,-13115,218
11:49:02,-443,-13100,239
11:49:02,-443,-13100,239
11:49:02,-443,-13100,239
11:49:02,-443,-13100,239
11:49:02,-422,-13080,282
11:49:02,-422,-13080,282
11:49:02,-422,-13080,282
11:49:02,-422,-13080,282
11:49:02,-449,-13054,340
11:49:02,-449,-13054,340
11:49:02,-449,-13054,340
11:49:02,-449,-13054,340
11:49:02,-436,-13025,422
11:49:02,-436,-13025,422
11:49:02,-436,-13025,422
11:49:02,-436,-13025,422
11:49:02,-438,-12986,524
11:49:02,-438,-12986,524
11:49:02,-438,-12986,524
11:49:02,-438,-12986,524
11:49:02,-380,-12951,630
11:49:02,-380,-12951,630
11:49:02,-380,-12951,630
11:49:02,-380,-12951,630
11:49:02,-440,-12916,711
11:49:02,-440,-12916,711
11:49:02,-440,-12916,711
11:49:02,-440,-12916,711
11:49:02,-442,-12887,812
11:49:02,-442,-12887,812
11:49:02,-442,-12887,812
11:49:02,-442,-12887,812
11:49:02,-469,-12849,893
11:49:02,-469,-12849,893
11:49:02,-469,-12849,893
11:49:02,-469,-12849,893
11:49:02,-463,-12821,970
11:49:02,-463,-12821,970
11:49:02,-463,-12821,970
11:49:02,-463,-12821,970
11:49:02,-231,-12790,1048
11:49:02,-231,-12790,1048
11:49:02,-231,-12790,1048
11:49:02,-231,-12790,1048
11:49:02,-755,-12776,1122
11:49:02,-755,-12776,1122
11:49:02,-755,-12776,1122
11:49:02,-755,-12776,1122
11:49:02,-514,-12745,1171
11:49:02,-514,-12745,1171
11:49:02,-514,-12745,1171
11:49:02,-514,-12745,1171
11:49:02,-432,-12737,1228
11:49:02,-432,-12737,1228
11:49:02,-432,-12737,1228
11:49:02,-432,-12737,1228
11:49:02,-417,-12711,1283
11:49:02,-417,-12711,1283
11:49:02,-417,-12711,1283
11:49:02,-417,-12711,1283
11:49:02,-444,-12686,1335
11:49:02,-444,-12686,1335
11:49:02,-444,-12686,1335
11:49:02,-444,-12686,1335
11:49:02,-445,-12666,1397
11:49:02,-445,-12666,1397
11:49:02,-445,-12666,1397
11:49:02,-445,-12666,1397
11:49:02,-408,-12652,1464
11:49:02,-408,-12652,1464
11:49:02,-408,-12652,1464
11:49:02,-408,-12652,1464
11:49:02,-422,-12620,1535
11:49:02,-422,-12620,1535
11:49:02,-422,-12620,1535
11:49:02,-422,-12620,1535
11:49:02,-412,-12594,1597
11:49:02,-412,-12594,1597
11:49:02,-412,-12594,1597
11:49:02,-412,-12594,1597
11:49:02,-396,-12566,1685
11:49:02,-396,-12566,1685
11:49:02,-396,-12566,1685
11:49:02,-396,-12566,1685
11:49:02,-389,-12544,1740
11:49:02,-389,-12544,1740
11:49:02,-389,-12544,1740
11:49:02,-389,-12544,1740
11:49:02,-395,-12554,1738
11:49:02,-395,-12554,1738
11:49:02,-395,-12554,1738
11:49:02,-395,-12554,1738
11:49:02,-385,-12621,1585
11:49:02,-385,-12621,1585
11:49:02,-385,-12621,1585
11:49:02,-385,-12621,1585
11:49:02,-366,-12733,1304
11:49:02,-366,-12733,1304
11:49:02,-366,-12733,1304
11:49:02,-366,-12733,1304
11:49:02,-407,-12859,918
11:49:02,-407,-12859,918
11:49:02,-407,-12859,918
11:49:02,-407,-12859,918
11:49:02,-446,-12998,546
11:49:02,-446,-12998,546
11:49:02,-446,-12998,546
11:49:02,-446,-12998,546
11:49:02,-484,-13114,237
11:49:02,-484,-13114,237
11:49:02,-484,-13114,237
11:49:02,-484,-13114,237
11:49:02,-498,-13179,49
11:49:02,-498,-13179,49
11:49:02,-498,-13179,49
11:49:02,-498,-13179,49
11:49:02,-496,-13189,-38
11:49:02,-496,-13189,-38
11:49:02,-496,-13189,-38
11:49:03,-496,-13189,-38
11:49:03,-484,-13200,-62
11:49:03,-484,-13200,-62
11:49:03,-484,-13200,-62
11:49:03,-484,-13200,-62
11:49:03,-473,-13182,-5
11:49:03,-473,-13182,-5
11:49:03,-473,-13182,-5
11:49:03,-473,-13182,-5
11:49:03,-503,-13150,70
11:49:03,-503,-13150,70
11:49:03,-503,-13150,70
11:49:03,-503,-13150,70
11:49:03,-468,-13111,182
11:49:03,-468,-13111,182
11:49:03,-468,-13111,182
11:49:03,-468,-13111,182
11:49:03,-463,-13071,298
11:49:03,-463,-13071,298
11:49:03,-463,-13071,298
11:49:03,-463,-13071,298
11:49:03,-480,-13017,444
11:49:03,-480,-13017,444
11:49:03,-480,-13017,444
11:49:03,-480,-13017,444
11:49:03,-477,-12990,539
11:49:03,-477,-12990,539
11:49:03,-477,-12990,539
11:49:03,-477,-12990,539
11:49:03,-479,-12978,580
11:49:03,-479,-12978,580
11:49:03,-479,-12978,580
11:49:03,-479,-12978,580
11:49:03,-506,-12974,581
11:49:03,-506,-12974,581
11:49:03,-506,-12974,581
11:49:03,-506,-12974,581
11:49:03,-496,-12982,568
11:49:03,-496,-12982,568
11:49:03,-496,-12982,568
11:49:03,-496,-12982,568
11:49:03,-474,-12990,558
11:49:03,-474,-12990,558
11:49:03,-474,-12990,558
11:49:03,-474,-12990,558
11:49:03,-493,-12991,563
11:49:03,-493,-12991,563
11:49:03,-493,-12991,563
11:49:03,-493,-12991,563
11:49:03,-481,-12969,587
11:49:03,-481,-12969,587
11:49:03,-481,-12969,587
11:49:03,-481,-12969,587
11:49:03,-504,-12953,636
11:49:03,-504,-12953,636
11:49:03,-504,-12953,636
11:49:03,-504,-12953,636
11:49:03,-493,-12921,730
11:49:03,-493,-12921,730
11:49:03,-493,-12921,730
11:49:03,-493,-12921,730
11:49:03,-424,-12890,822
11:49:03,-424,-12890,822
11:49:03,-424,-12890,822
11:49:03,-424,-12890,822
11:49:03,-474,-12855,924
11:49:03,-474,-12855,924
11:49:03,-474,-12855,924
11:49:03,-474,-12855,924
11:49:03,-514,-12822,993
11:49:03,-514,-12822,993
11:49:03,-514,-12822,993
11:49:03,-514,-12822,993
11:49:03,-488,-12804,1082
11:49:03,-488,-12804,1082
11:49:03,-488,-12804,1082
11:49:03,-488,-12804,1082
11:49:03,-502,-12764,1141
11:49:03,-502,-12764,1141
11:49:03,-502,-12764,1141
11:49:03,-502,-12764,1141
11:49:03,-310,-12746,1226
11:49:03,-310,-12746,1226
11:49:03,-310,-12746,1226
11:49:03,-310,-12746,1226
11:49:03,-581,-12727,1273
11:49:03,-581,-12727,1273
11:49:03,-581,-12727,1273
11:49:03,-581,-12727,1273
11:49:03,-654,-12705,1338
11:49:03,-654,-12705,1338
11:49:03,-654,-12705,1338
11:49:03,-654,-12705,1338
11:49:03,-495,-12686,1394
11:49:03,-495,-12686,1394
11:49:03,-495,-12686,1394
11:49:03,-495,-12686,1394
11:49:03,-461,-12662,1440
11:49:03,-461,-12662,1440
11:49:03,-461,-12662,1440
11:49:03,-461,-12662,1440
11:49:03,-458,-12645,1493
11:49:03,-458,-12645,1493
11:49:03,-458,-12645,1493
11:49:03,-458,-12645,1493
11:49:03,-460,-12632,1560
11:49:03,-460,-12632,1560
11:49:03,-460,-12632,1560
11:49:03,-460,-12632,1560
11:49:03,-473,-12608,1590
11:49:03,-473,-12608,1590
11:49:03,-473,-12608,1590
11:49:03,-473,-12608,1590
11:49:03,-457,-12591,1638
11:49:03,-457,-12591,1638
11:49:03,-457,-12591,1638
11:49:03,-457,-12591,1638
11:49:03,-459,-12576,1694
11:49:03,-459,-12576,1694
11:49:03,-459,-12576,1694
11:49:03,-459,-12576,1694
11:49:03,-436,-12547,1742
11:49:03,-436,-12547,1742
11:49:03,-436,-12547,1742
11:49:03,-436,-12547,1742
11:49:03,-454,-12520,1815
11:49:03,-454,-12520,1815
11:49:03,-454,-12520,1815
11:49:03,-454,-12520,1815
11:49:03,-430,-12540,1785
11:49:03,-430,-12540,1785
11:49:03,-430,-12540,1785
11:49:03,-430,-12540,1785
11:49:03,-415,-12623,1613
11:49:03,-415,-12623,1613
11:49:03,-415,-12623,1613
11:49:03,-415,-12623,1613
11:49:03,-421,-12726,1331
11:49:03,-421,-12726,1331
11:49:03,-421,-12726,1331
11:49:03,-421,-12726,1331
11:49:03,-426,-12860,974
11:49:03,-426,-12860,974
11:49:03,-426,-12860,974
11:49:03,-426,-12860,974
11:49:03,-487,-12996,590
11:49:03,-487,-12996,590
11:49:03,-487,-12996,590
11:49:03,-487,-12996,590
11:49:03,-487,-13088,302
11:49:03,-487,-13088,302
11:49:03,-487,-13088,302
11:49:03,-487,-13088,302
11:49:03,-522,-13158,109
11:49:03,-522,-13158,109
11:49:03,-522,-13158,109
11:49:03,-522,-13158,109
11:49:03,-510,-13190,22
11:49:03,-510,-13190,22
11:49:03,-510,-13190,22
11:49:03,-510,-13190,22
11:49:03,-519,-13197,4
11:49:03,-519,-13197,4
11:49:03,-519,-13197,4
11:49:03,-519,-13197,4
11:49:03,-486,-13176,54
11:49:03,-486,-13176,54
11:49:03,-486,-13176,54
11:49:03,-486,-13176,54
