TimeStamp,ecg,ppg
12:09:18,-383.0,166.0,181.0
12:09:18,-383.0,166.0,181.0
12:09:18,-376.0,168.0,180.0
12:09:18,-376.0,168.0,180.0
12:09:18,-376.0,168.0,180.0
12:09:18,-376.0,168.0,180.0
12:09:18,-361.0,168.0,182.0
12:09:18,-361.0,168.0,182.0
12:09:18,-361.0,168.0,182.0
12:09:18,-361.0,168.0,182.0
12:09:18,-369.0,166.0,180.0
12:09:18,-369.0,166.0,180.0
12:09:18,-369.0,166.0,180.0
12:09:18,-369.0,166.0,180.0
12:09:18,-357.0,167.0,181.0
12:09:18,-357.0,167.0,181.0
12:09:18,-357.0,167.0,181.0
12:09:18,-357.0,167.0,181.0
12:09:18,-366.0,168.0,181.0
12:09:18,-366.0,168.0,181.0
12:09:18,-366.0,168.0,181.0
12:09:18,-366.0,168.0,181.0
12:09:18,-331.0,167.0,180.0
12:09:18,-331.0,167.0,180.0
12:09:18,-331.0,167.0,180.0
12:09:18,-331.0,167.0,180.0
12:09:18,-342.0,170.0,181.0
12:09:18,-342.0,170.0,181.0
12:09:18,-342.0,170.0,181.0
12:09:18,-342.0,170.0,181.0
12:09:18,-365.0,167.0,181.0
12:09:18,-365.0,167.0,181.0
12:09:18,-365.0,167.0,181.0
12:09:18,-365.0,167.0,181.0
12:09:18,-369.0,166.0,180.0
12:09:18,-369.0,166.0,180.0
12:09:18,-369.0,166.0,180.0
12:09:18,-369.0,166.0,180.0
12:09:18,-394.0,167.0,182.0
12:09:18,-394.0,167.0,182.0
12:09:18,-394.0,167.0,182.0
12:09:18,-394.0,167.0,182.0
12:09:18,-412.0,167.0,180.0
12:09:18,-412.0,167.0,180.0
12:09:18,-412.0,167.0,180.0
12:09:18,-412.0,167.0,180.0
12:09:18,-417.0,167.0,181.0
12:09:18,-417.0,167.0,181.0
12:09:18,-417.0,167.0,181.0
12:09:18,-417.0,167.0,181.0
12:09:18,-422.0,166.0,180.0
12:09:18,-422.0,166.0,180.0
12:09:18,-422.0,166.0,180.0
12:09:18,-422.0,166.0,180.0
12:09:18,-428.0,170.0,180.0
12:09:18,-428.0,170.0,180.0
12:09:18,-428.0,170.0,180.0
12:09:18,-428.0,170.0,180.0
12:09:18,-393.0,167.0,180.0
12:09:18,-393.0,167.0,180.0
12:09:18,-393.0,167.0,180.0
12:09:18,-393.0,167.0,180.0
12:09:18,-392.0,167.0,181.0
12:09:18,-392.0,167.0,181.0
12:09:18,-392.0,167.0,181.0
12:09:18,-392.0,167.0,181.0
12:09:18,-386.0,169.0,182.0
12:09:18,-386.0,169.0,182.0
12:09:18,-386.0,169.0,182.0
12:09:18,-386.0,169.0,182.0
12:09:18,-385.0,168.0,181.0
12:09:18,-385.0,168.0,181.0
12:09:18,-385.0,168.0,181.0
12:09:18,-385.0,168.0,181.0
12:09:18,-510.0,166.0,181.0
12:09:18,-510.0,166.0,181.0
12:09:18,-510.0,166.0,181.0
12:09:18,-510.0,166.0,181.0
12:09:18,-489.0,169.0,180.0
12:09:18,-489.0,169.0,180.0
12:09:18,-489.0,169.0,180.0
12:09:18,-489.0,169.0,180.0
12:09:18,-455.0,169.0,182.0
12:09:18,-455.0,169.0,182.0
12:09:18,-455.0,169.0,182.0
12:09:18,-455.0,169.0,182.0
12:09:18,-582.0,167.0,179.0
12:09:18,-582.0,167.0,179.0
12:09:18,-582.0,167.0,179.0
12:09:18,-582.0,167.0,179.0
12:09:18,-605.0,168.0,181.0
12:09:18,-605.0,168.0,181.0
12:09:18,-605.0,168.0,181.0
12:09:18,-605.0,168.0,181.0
12:09:18,-624.0,167.0,180.0
12:09:18,-624.0,167.0,180.0
12:09:18,-624.0,167.0,180.0
12:09:18,-624.0,167.0,180.0
12:09:18,-599.0,168.0,180.0
12:09:18,-599.0,168.0,180.0
12:09:18,-599.0,168.0,180.0
12:09:18,-599.0,168.0,180.0
12:09:18,-716.0,166.0,179.0
12:09:18,-716.0,166.0,179.0
12:09:18,-716.0,166.0,179.0
12:09:18,-716.0,166.0,179.0
12:09:18,-671.0,169.0,180.0
12:09:18,-671.0,169.0,180.0
12:09:18,-671.0,169.0,180.0
12:09:18,-671.0,169.0,180.0
12:09:18,-695.0,169.0,181.0
12:09:18,-695.0,169.0,181.0
12:09:18,-695.0,169.0,181.0
12:09:18,-695.0,169.0,181.0
12:09:18,-639.0,168.0,180.0
12:09:18,-639.0,168.0,180.0
12:09:18,-639.0,168.0,180.0
12:09:18,-639.0,168.0,180.0
12:09:18,-481.0,169.0,180.0
12:09:18,-481.0,169.0,180.0
12:09:18,-481.0,169.0,180.0
12:09:18,-481.0,169.0,180.0
12:09:18,-333.0,168.0,180.0
12:09:18,-333.0,168.0,180.0
12:09:18,-333.0,168.0,180.0
12:09:18,-333.0,168.0,180.0
12:09:18,-1001.0,166.0,180.0
12:09:18,-1001.0,166.0,180.0
12:09:18,-1001.0,166.0,180.0
12:09:18,-1001.0,166.0,180.0
12:09:18,-544.0,169.0,180.0
12:09:18,-544.0,169.0,180.0
12:09:18,-544.0,169.0,180.0
12:09:18,-544.0,169.0,180.0
12:09:18,-529.0,167.0,180.0
12:09:18,-529.0,167.0,180.0
12:09:18,-529.0,167.0,180.0
12:09:18,-529.0,167.0,180.0
12:09:18,-499.0,168.0,181.0
12:09:18,-499.0,168.0,181.0
12:09:18,-499.0,168.0,181.0
12:09:18,-499.0,168.0,181.0
12:09:18,-471.0,167.0,180.0
12:09:18,-471.0,167.0,180.0
12:09:18,-471.0,167.0,180.0
12:09:18,-471.0,167.0,180.0
12:09:18,-435.0,168.0,180.0
12:09:18,-435.0,168.0,180.0
12:09:18,-435.0,168.0,180.0
12:09:18,-435.0,168.0,180.0
12:09:18,-430.0,168.0,180.0
12:09:18,-430.0,168.0,180.0
12:09:18,-430.0,168.0,180.0
12:09:18,-430.0,168.0,180.0
12:09:18,-434.0,167.0,181.0
12:09:18,-434.0,167.0,181.0
12:09:18,-434.0,167.0,181.0
12:09:18,-434.0,167.0,181.0
12:09:18,-346.0,169.0,179.0
12:09:18,-346.0,169.0,179.0
12:09:18,-346.0,169.0,179.0
12:09:18,-346.0,169.0,179.0
12:09:18,-456.0,169.0,180.0
12:09:18,-456.0,169.0,180.0
12:09:18,-456.0,169.0,180.0
12:09:18,-456.0,169.0,180.0
12:09:18,-373.0,167.0,181.0
12:09:18,-373.0,167.0,181.0
12:09:18,-373.0,167.0,181.0
12:09:18,-373.0,167.0,181.0
12:09:19,-340.0,168.0,182.0
12:09:19,-340.0,168.0,182.0
12:09:19,-340.0,168.0,182.0
12:09:19,-340.0,168.0,182.0
12:09:19,-373.0,168.0,181.0
12:09:19,-373.0,168.0,181.0
12:09:19,-373.0,168.0,181.0
12:09:19,-373.0,168.0,181.0
12:09:19,-407.0,167.0,179.0
12:09:19,-407.0,167.0,179.0
12:09:19,-407.0,167.0,179.0
12:09:19,-407.0,167.0,179.0
12:09:19,-455.0,167.0,182.0
12:09:19,-455.0,167.0,182.0
12:09:19,-455.0,167.0,182.0
12:09:19,-455.0,167.0,182.0
12:09:19,-396.0,166.0,179.0
12:09:19,-396.0,166.0,179.0
12:09:19,-396.0,166.0,179.0
12:09:19,-396.0,166.0,179.0
12:09:19,-464.0,168.0,180.0
12:09:19,-464.0,168.0,180.0
12:09:19,-464.0,168.0,180.0
12:09:19,-464.0,168.0,180.0
12:09:19,-436.0,165.0,180.0
12:09:19,-436.0,165.0,180.0
12:09:19,-436.0,165.0,180.0
12:09:19,-436.0,165.0,180.0
12:09:19,-409.0,168.0,180.0
12:09:19,-409.0,168.0,180.0
12:09:19,-409.0,168.0,180.0
12:09:19,-409.0,168.0,180.0
12:09:19,-411.0,167.0,180.0
12:09:19,-411.0,167.0,180.0
12:09:19,-411.0,167.0,180.0
12:09:19,-411.0,167.0,180.0
12:09:19,-429.0,167.0,181.0
12:09:19,-429.0,167.0,181.0
12:09:19,-429.0,167.0,181.0
12:09:19,-429.0,167.0,181.0
12:09:19,-355.0,167.0,180.0
12:09:19,-355.0,167.0,180.0
12:09:19,-355.0,167.0,180.0
12:09:19,-355.0,167.0,180.0
12:09:19,-410.0,168.0,181.0
12:09:19,-410.0,168.0,181.0
12:09:19,-410.0,168.0,181.0
12:09:19,-410.0,168.0,181.0
12:09:19,-352.0,167.0,181.0
12:09:19,-352.0,167.0,181.0
12:09:19,-352.0,167.0,181.0
12:09:19,-352.0,167.0,181.0
12:09:19,-330.0,167.0,181.0
12:09:19,-330.0,167.0,181.0
12:09:19,-330.0,167.0,181.0
12:09:19,-330.0,167.0,181.0
12:09:19,-426.0,168.0,179.0
12:09:19,-426.0,168.0,179.0
12:09:19,-426.0,168.0,179.0
12:09:19,-426.0,168.0,179.0
12:09:19,-403.0,167.0,180.0
12:09:19,-403.0,167.0,180.0
12:09:19,-403.0,167.0,180.0
12:09:19,-403.0,167.0,180.0
12:09:19,-440.0,168.0,181.0
12:09:19,-440.0,168.0,181.0
12:09:19,-440.0,168.0,181.0
12:09:19,-440.0,168.0,181.0
12:09:19,-297.0,168.0,179.0
12:09:19,-297.0,168.0,179.0
12:09:19,-297.0,168.0,179.0
12:09:19,-297.0,168.0,179.0
12:09:19,-396.0,169.0,180.0
12:09:19,-396.0,169.0,180.0
12:09:19,-396.0,169.0,180.0
12:09:19,-396.0,169.0,180.0
12:09:19,-474.0,167.0,181.0
12:09:19,-474.0,167.0,181.0
12:09:19,-474.0,167.0,181.0
12:09:19,-474.0,167.0,181.0
12:09:19,-412.0,168.0,181.0
12:09:19,-412.0,168.0,181.0
12:09:19,-412.0,168.0,181.0
12:09:19,-412.0,168.0,181.0
12:09:19,-397.0,168.0,179.0
12:09:19,-397.0,168.0,179.0
12:09:19,-397.0,168.0,179.0
12:09:19,-397.0,168.0,179.0
12:09:19,-105.0,168.0,180.0
12:09:19,-105.0,168.0,180.0
12:09:19,-105.0,168.0,180.0
12:09:19,-105.0,168.0,180.0
12:09:19,-946.0,167.0,181.0
12:09:19,-946.0,167.0,181.0
12:09:19,-946.0,167.0,181.0
12:09:19,-946.0,167.0,181.0
12:09:19,-482.0,167.0,180.0
12:09:19,-482.0,167.0,180.0
12:09:19,-482.0,167.0,180.0
12:09:19,-482.0,167.0,180.0
12:09:19,-397.0,169.0,180.0
12:09:19,-397.0,169.0,180.0
12:09:19,-397.0,169.0,180.0
12:09:19,-397.0,169.0,180.0
12:09:19,-219.0,167.0,179.0
12:09:19,-219.0,167.0,179.0
12:09:19,-219.0,167.0,179.0
12:09:19,-219.0,167.0,179.0
12:09:19,-488.0,167.0,180.0
12:09:19,-488.0,167.0,180.0
12:09:19,-488.0,167.0,180.0
12:09:19,-488.0,167.0,180.0
12:09:19,-396.0,167.0,180.0
12:09:19,-396.0,167.0,180.0
12:09:19,-396.0,167.0,180.0
12:09:19,-396.0,167.0,180.0
12:09:19,-367.0,168.0,181.0
12:09:19,-367.0,168.0,181.0
12:09:19,-367.0,168.0,181.0
12:09:19,-367.0,168.0,181.0
12:09:19,-346.0,166.0,179.0
12:09:19,-346.0,166.0,179.0
12:09:19,-346.0,166.0,179.0
12:09:19,-346.0,166.0,179.0
12:09:19,-369.0,167.0,181.0
12:09:19,-369.0,167.0,181.0
12:09:19,-369.0,167.0,181.0
12:09:19,-369.0,167.0,181.0
12:09:19,-337.0,167.0,180.0
12:09:19,-337.0,167.0,180.0
12:09:19,-337.0,167.0,180.0
12:09:19,-337.0,167.0,180.0
12:09:19,-545.0,168.0,181.0
12:09:19,-545.0,168.0,181.0
12:09:19,-545.0,168.0,181.0
12:09:19,-545.0,168.0,181.0
12:09:19,-283.0,168.0,181.0
12:09:19,-283.0,168.0,181.0
12:09:19,-283.0,168.0,181.0
12:09:19,-283.0,168.0,181.0
12:09:19,-302.0,168.0,177.0
12:09:19,-302.0,168.0,177.0
12:09:19,-302.0,168.0,177.0
12:09:19,-302.0,168.0,177.0
12:09:19,-263.0,168.0,181.0
12:09:19,-263.0,168.0,181.0
12:09:19,-263.0,168.0,181.0
12:09:19,-263.0,168.0,181.0
12:09:19,-366.0,166.0,180.0
12:09:19,-366.0,166.0,180.0
12:09:19,-366.0,166.0,180.0
12:09:19,-366.0,166.0,180.0
12:09:19,-384.0,168.0,180.0
12:09:19,-384.0,168.0,180.0
12:09:19,-384.0,168.0,180.0
12:09:19,-384.0,168.0,180.0
12:09:19,-389.0,166.0,179.0
12:09:19,-389.0,166.0,179.0
12:09:19,-389.0,166.0,179.0
12:09:19,-389.0,166.0,179.0
12:09:19,-396.0,167.0,182.0
12:09:19,-396.0,167.0,182.0
12:09:19,-396.0,167.0,182.0
12:09:19,-396.0,167.0,182.0
12:09:19,-378.0,170.0,181.0
12:09:19,-378.0,170.0,181.0
12:09:19,-378.0,170.0,181.0
12:09:19,-378.0,170.0,181.0
12:09:19,-392.0,167.0,181.0
12:09:19,-392.0,167.0,181.0
12:09:19,-392.0,167.0,181.0
12:09:19,-392.0,167.0,181.0
12:09:19,-352.0,167.0,180.0
12:09:19,-352.0,167.0,180.0
12:09:19,-352.0,167.0,180.0
12:09:19,-352.0,167.0,180.0
12:09:19,-390.0,169.0,180.0
12:09:19,-390.0,169.0,180.0
12:09:19,-390.0,169.0,180.0
12:09:19,-390.0,169.0,180.0
12:09:19,-374.0,167.0,181.0
12:09:19,-374.0,167.0,181.0
12:09:19,-374.0,167.0,181.0
12:09:19,-374.0,167.0,181.0
12:09:19,-418.0,167.0,180.0
12:09:19,-418.0,167.0,180.0
12:09:19,-418.0,167.0,180.0
12:09:19,-418.0,167.0,180.0
12:09:19,-417.0,167.0,181.0
12:09:19,-417.0,167.0,181.0
12:09:19,-417.0,167.0,181.0
12:09:19,-417.0,167.0,181.0
12:09:19,-429.0,168.0,180.0
12:09:19,-429.0,168.0,180.0
12:09:19,-429.0,168.0,180.0
12:09:19,-429.0,168.0,180.0
12:09:19,-435.0,173.0,180.0
12:09:19,-435.0,173.0,180.0
12:09:19,-435.0,173.0,180.0
12:09:20,-435.0,173.0,180.0
12:09:20,-438.0,232.0,187.0
12:09:20,-438.0,232.0,187.0
12:09:20,-438.0,232.0,187.0
12:09:20,-438.0,232.0,187.0
12:09:20,-413.0,425.0,283.0
12:09:20,-413.0,425.0,283.0
12:09:20,-413.0,425.0,283.0
12:09:20,-413.0,425.0,283.0
12:09:20,-454.0,701.0,551.0
12:09:20,-454.0,701.0,551.0
12:09:20,-454.0,701.0,551.0
12:09:20,-454.0,701.0,551.0
12:09:20,-440.0,944.0,821.0
12:09:20,-440.0,944.0,821.0
12:09:20,-440.0,944.0,821.0
12:09:20,-440.0,944.0,821.0
12:09:20,-386.0,1170.0,1078.0
12:09:20,-386.0,1170.0,1078.0
12:09:20,-386.0,1170.0,1078.0
12:09:20,-386.0,1170.0,1078.0
12:09:20,-447.0,1466.0,1399.0
12:09:20,-447.0,1466.0,1399.0
12:09:20,-447.0,1466.0,1399.0
12:09:20,-447.0,1466.0,1399.0
12:09:20,-475.0,1921.0,1877.0
12:09:20,-475.0,1921.0,1877.0
12:09:20,-475.0,1921.0,1877.0
12:09:20,-475.0,1921.0,1877.0
12:09:20,-462.0,2554.0,2543.0
12:09:20,-462.0,2554.0,2543.0
12:09:20,-462.0,2554.0,2543.0
12:09:20,-462.0,2554.0,2543.0
12:09:20,-456.0,3099.0,3126.0
12:09:20,-456.0,3099.0,3126.0
12:09:20,-456.0,3099.0,3126.0
12:09:20,-456.0,3099.0,3126.0
12:09:20,-178.0,3541.0,3609.0
12:09:20,-178.0,3541.0,3609.0
12:09:20,-178.0,3541.0,3609.0
12:09:20,-178.0,3541.0,3609.0
12:09:20,-1000.0,4525.0,4655.0
12:09:20,-1000.0,4525.0,4655.0
12:09:20,-1000.0,4525.0,4655.0
12:09:20,-1000.0,4525.0,4655.0
12:09:20,-485.0,6171.0,6423.0
12:09:20,-485.0,6171.0,6423.0
12:09:20,-485.0,6171.0,6423.0
12:09:20,-485.0,6171.0,6423.0
12:09:20,-434.0,7314.0,7663.0
12:09:20,-434.0,7314.0,7663.0
12:09:20,-434.0,7314.0,7663.0
12:09:20,-434.0,7314.0,7663.0
12:09:20,-431.0,8564.0,9015.0
12:09:20,-431.0,8564.0,9015.0
12:09:20,-431.0,8564.0,9015.0
12:09:20,-431.0,8564.0,9015.0
12:09:20,-438.0,9858.0,10398.0
12:09:20,-438.0,9858.0,10398.0
12:09:20,-438.0,9858.0,10398.0
12:09:20,-438.0,9858.0,10398.0
12:09:20,-429.0,12524.0,13126.0
12:09:20,-429.0,12524.0,13126.0
12:09:20,-429.0,12524.0,13126.0
12:09:20,-429.0,12524.0,13126.0
12:09:20,-421.0,18192.0,19142.0
12:09:20,-421.0,18192.0,19142.0
12:09:20,-421.0,18192.0,19142.0
12:09:20,-421.0,18192.0,19142.0
12:09:20,-391.0,27785.0,29337.0
12:09:20,-391.0,27785.0,29337.0
12:09:20,-391.0,27785.0,29337.0
12:09:20,-391.0,27785.0,29337.0
12:09:20,-396.0,-25699.0,-23015.0
12:09:20,-396.0,-25699.0,-23015.0
12:09:20,-396.0,-25699.0,-23015.0
12:09:20,-396.0,-25699.0,-23015.0
12:09:20,-362.0,-16351.0,-12767.0
12:09:20,-362.0,-16351.0,-12767.0
12:09:20,-362.0,-16351.0,-12767.0
12:09:20,-362.0,-16351.0,-12767.0
12:09:20,-351.0,-11737.0,-7406.0
12:09:20,-351.0,-11737.0,-7406.0
12:09:20,-351.0,-11737.0,-7406.0
12:09:20,-351.0,-11737.0,-7406.0
12:09:20,-349.0,-11660.0,-6381.0
12:09:20,-349.0,-11660.0,-6381.0
12:09:20,-349.0,-11660.0,-6381.0
12:09:20,-349.0,-11660.0,-6381.0
12:09:20,-336.0,-12256.0,-5924.0
12:09:20,-336.0,-12256.0,-5924.0
12:09:20,-336.0,-12256.0,-5924.0
12:09:20,-336.0,-12256.0,-5924.0
12:09:20,-310.0,-12703.0,-3855.0
12:09:20,-310.0,-12703.0,-3855.0
12:09:20,-310.0,-12703.0,-3855.0
12:09:20,-310.0,-12703.0,-3855.0
12:09:20,-356.0,-10803.0,-925.0
12:09:20,-356.0,-10803.0,-925.0
12:09:20,-356.0,-10803.0,-925.0
12:09:20,-356.0,-10803.0,-925.0
12:09:20,-372.0,-10620.0,-81.0
12:09:20,-372.0,-10620.0,-81.0
12:09:20,-372.0,-10620.0,-81.0
12:09:20,-372.0,-10620.0,-81.0
12:09:20,-382.0,-10583.0,459.0
12:09:20,-382.0,-10583.0,459.0
12:09:20,-382.0,-10583.0,459.0
12:09:20,-382.0,-10583.0,459.0
12:09:20,-375.0,-10652.0,672.0
12:09:20,-375.0,-10652.0,672.0
12:09:20,-375.0,-10652.0,672.0
12:09:20,-375.0,-10652.0,672.0
12:09:20,-379.0,-10772.0,755.0
12:09:20,-379.0,-10772.0,755.0
12:09:20,-379.0,-10772.0,755.0
12:09:20,-379.0,-10772.0,755.0
12:09:20,-370.0,-10961.0,750.0
12:09:20,-370.0,-10961.0,750.0
12:09:20,-370.0,-10961.0,750.0
12:09:20,-370.0,-10961.0,750.0
12:09:20,-381.0,-11180.0,646.0
12:09:20,-381.0,-11180.0,646.0
12:09:20,-381.0,-11180.0,646.0
12:09:20,-381.0,-11180.0,646.0
12:09:20,-398.0,-11486.0,456.0
12:09:20,-398.0,-11486.0,456.0
12:09:20,-398.0,-11486.0,456.0
12:09:20,-398.0,-11486.0,456.0
12:09:20,-408.0,-11863.0,178.0
12:09:20,-408.0,-11863.0,178.0
12:09:20,-408.0,-11863.0,178.0
12:09:20,-408.0,-11863.0,178.0
12:09:20,-390.0,-12218.0,-63.0
12:09:20,-390.0,-12218.0,-63.0
12:09:20,-390.0,-12218.0,-63.0
12:09:20,-390.0,-12218.0,-63.0
12:09:20,-375.0,-12460.0,-192.0
12:09:20,-375.0,-12460.0,-192.0
12:09:20,-375.0,-12460.0,-192.0
12:09:20,-375.0,-12460.0,-192.0
12:09:20,-356.0,-12631.0,-271.0
12:09:20,-356.0,-12631.0,-271.0
12:09:20,-356.0,-12631.0,-271.0
12:09:20,-356.0,-12631.0,-271.0
12:09:20,-367.0,-12771.0,-338.0
12:09:20,-367.0,-12771.0,-338.0
12:09:20,-367.0,-12771.0,-338.0
12:09:20,-367.0,-12771.0,-338.0
12:09:20,-381.0,-12875.0,-409.0
12:09:20,-381.0,-12875.0,-409.0
12:09:20,-381.0,-12875.0,-409.0
12:09:20,-381.0,-12875.0,-409.0
12:09:20,-373.0,-12950.0,-440.0
12:09:20,-373.0,-12950.0,-440.0
12:09:20,-373.0,-12950.0,-440.0
12:09:20,-373.0,-12950.0,-440.0
12:09:20,-341.0,-13005.0,-486.0
12:09:20,-341.0,-13005.0,-486.0
12:09:20,-341.0,-13005.0,-486.0
12:09:20,-341.0,-13005.0,-486.0
12:09:20,-336.0,-13065.0,-520.0
12:09:20,-336.0,-13065.0,-520.0
12:09:20,-336.0,-13065.0,-520.0
12:09:20,-336.0,-13065.0,-520.0
12:09:20,-307.0,-13128.0,-572.0
12:09:20,-307.0,-13128.0,-572.0
12:09:20,-307.0,-13128.0,-572.0
12:09:20,-307.0,-13128.0,-572.0
12:09:20,-332.0,-13214.0,-661.0
12:09:20,-332.0,-13214.0,-661.0
12:09:20,-332.0,-13214.0,-661.0
12:09:20,-332.0,-13214.0,-661.0
12:09:20,-324.0,-13274.0,-715.0
12:09:20,-324.0,-13274.0,-715.0
12:09:20,-324.0,-13274.0,-715.0
12:09:20,-324.0,-13274.0,-715.0
12:09:20,-362.0,-13334.0,-760.0
12:09:20,-362.0,-13334.0,-760.0
12:09:20,-362.0,-13334.0,-760.0
12:09:20,-362.0,-13334.0,-760.0
12:09:20,-344.0,-13373.0,-786.0
12:09:20,-344.0,-13373.0,-786.0
12:09:20,-344.0,-13373.0,-786.0
12:09:20,-344.0,-13373.0,-786.0
12:09:20,-290.0,-13400.0,-805.0
12:09:20,-290.0,-13400.0,-805.0
12:09:20,-290.0,-13400.0,-805.0
12:09:20,-290.0,-13400.0,-805.0
12:09:20,-46.0,-13442.0,-864.0
12:09:20,-46.0,-13442.0,-864.0
12:09:20,-46.0,-13442.0,-864.0
12:09:20,-46.0,-13442.0,-864.0
12:09:20,-832.0,-13501.0,-915.0
12:09:20,-832.0,-13501.0,-915.0
12:09:20,-832.0,-13501.0,-915.0
12:09:20,-832.0,-13501.0,-915.0
12:09:20,-341.0,-13541.0,-965.0
12:09:20,-341.0,-13541.0,-965.0
12:09:20,-341.0,-13541.0,-965.0
12:09:20,-341.0,-13541.0,-965.0
12:09:20,-316.0,-13583.0,-1013.0
12:09:21,-316.0,-13583.0,-1013.0
12:09:21,-316.0,-13583.0,-1013.0
12:09:21,-316.0,-13583.0,-1013.0
12:09:21,-296.0,-13624.0,-1045.0
12:09:21,-296.0,-13624.0,-1045.0
12:09:21,-296.0,-13624.0,-1045.0
12:09:21,-296.0,-13624.0,-1045.0
