TimeStamp,ecg,ppg,SPO2
11:18:06,294.0,517.0,583.0
11:18:06,294.0,517.0,583.0
11:18:06,294.0,517.0,583.0
11:18:06,257.0,480.0,559.0
11:18:06,257.0,480.0,559.0
11:18:06,257.0,480.0,559.0
11:18:06,257.0,480.0,559.0
11:18:06,211.0,431.0,513.0
11:18:06,211.0,431.0,513.0
11:18:06,211.0,431.0,513.0
11:18:06,211.0,431.0,513.0
11:18:06,251.0,384.0,453.0
11:18:06,251.0,384.0,453.0
11:18:06,251.0,384.0,453.0
11:18:06,251.0,384.0,453.0
11:18:06,438.0,344.0,402.0
11:18:06,438.0,344.0,402.0
11:18:06,438.0,344.0,402.0
11:18:06,438.0,344.0,402.0
11:18:06,-116.0,310.0,357.0
11:18:06,-116.0,310.0,357.0
11:18:06,-116.0,310.0,357.0
11:18:06,-116.0,310.0,357.0
11:18:06,86.0,285.0,323.0
11:18:06,86.0,285.0,323.0
11:18:06,86.0,285.0,323.0
11:18:06,86.0,285.0,323.0
11:18:06,146.0,268.0,303.0
11:18:06,146.0,268.0,303.0
11:18:06,146.0,268.0,303.0
11:18:06,146.0,268.0,303.0
11:18:06,236.0,255.0,286.0
11:18:06,236.0,255.0,286.0
11:18:06,236.0,255.0,286.0
11:18:06,236.0,255.0,286.0
11:18:06,224.0,247.0,276.0
11:18:06,224.0,247.0,276.0
11:18:06,224.0,247.0,276.0
11:18:06,224.0,247.0,276.0
11:18:06,298.0,241.0,269.0
11:18:06,298.0,241.0,269.0
11:18:06,298.0,241.0,269.0
11:18:06,298.0,241.0,269.0
11:18:06,132.0,238.0,265.0
11:18:06,132.0,238.0,265.0
11:18:06,132.0,238.0,265.0
11:18:06,132.0,238.0,265.0
11:18:06,212.0,232.0,262.0
11:18:06,212.0,232.0,262.0
11:18:06,212.0,232.0,262.0
11:18:06,212.0,232.0,262.0
11:18:06,230.0,234.0,261.0
11:18:06,230.0,234.0,261.0
11:18:06,230.0,234.0,261.0
11:18:06,230.0,234.0,261.0
11:18:06,217.0,233.0,260.0
11:18:06,217.0,233.0,260.0
11:18:06,217.0,233.0,260.0
11:18:06,217.0,233.0,260.0
11:18:06,244.0,233.0,262.0
11:18:06,244.0,233.0,262.0
11:18:06,244.0,233.0,262.0
11:18:06,244.0,233.0,262.0
11:18:06,156.0,233.0,263.0
11:18:06,156.0,233.0,263.0
11:18:06,156.0,233.0,263.0
11:18:06,156.0,233.0,263.0
11:18:06,240.0,232.0,260.0
11:18:06,240.0,232.0,260.0
11:18:06,240.0,232.0,260.0
11:18:06,240.0,232.0,260.0
11:18:06,205.0,234.0,263.0
11:18:06,205.0,234.0,263.0
11:18:06,205.0,234.0,263.0
11:18:06,205.0,234.0,263.0
11:18:06,220.0,236.0,263.0
11:18:06,220.0,236.0,263.0
11:18:06,220.0,236.0,263.0
11:18:06,220.0,236.0,263.0
11:18:06,257.0,249.0,275.0
11:18:06,257.0,249.0,275.0
11:18:06,257.0,249.0,275.0
11:18:06,257.0,249.0,275.0
11:18:06,274.0,282.0,307.0
11:18:06,274.0,282.0,307.0
11:18:06,274.0,282.0,307.0
11:18:06,274.0,282.0,307.0
11:18:06,318.0,351.0,384.0
11:18:06,318.0,351.0,384.0
11:18:06,318.0,351.0,384.0
11:18:06,318.0,351.0,384.0
11:18:06,230.0,455.0,503.0
11:18:06,230.0,455.0,503.0
11:18:06,230.0,455.0,503.0
11:18:06,230.0,455.0,503.0
11:18:06,238.0,602.0,667.0
11:18:06,238.0,602.0,667.0
11:18:06,238.0,602.0,667.0
11:18:06,238.0,602.0,667.0
11:18:06,258.0,789.0,880.0
11:18:06,258.0,789.0,880.0
11:18:06,258.0,789.0,880.0
11:18:06,258.0,789.0,880.0
11:18:06,343.0,990.0,1099.0
11:18:06,343.0,990.0,1099.0
11:18:06,343.0,990.0,1099.0
11:18:06,343.0,990.0,1099.0
11:18:06,193.0,1167.0,1293.0
11:18:06,193.0,1167.0,1293.0
11:18:06,193.0,1167.0,1293.0
11:18:06,193.0,1167.0,1293.0
11:18:06,270.0,1323.0,1458.0
11:18:06,270.0,1323.0,1458.0
11:18:06,270.0,1323.0,1458.0
11:18:06,270.0,1323.0,1458.0
11:18:06,257.0,1581.0,1729.0
11:18:06,257.0,1581.0,1729.0
11:18:06,257.0,1581.0,1729.0
11:18:06,257.0,1581.0,1729.0
11:18:06,204.0,2105.0,2273.0
11:18:07,204.0,2105.0,2273.0
11:18:07,204.0,2105.0,2273.0
11:18:07,204.0,2105.0,2273.0
11:18:07,518.0,3132.0,3340.0
11:18:07,518.0,3132.0,3340.0
11:18:07,518.0,3132.0,3340.0
11:18:07,518.0,3132.0,3340.0
11:18:07,-488.0,5123.0,5408.0
11:18:07,-488.0,5123.0,5408.0
11:18:07,-488.0,5123.0,5408.0
11:18:07,-488.0,5123.0,5408.0
11:18:07,154.0,9563.0,9932.0
11:18:07,154.0,9563.0,9932.0
11:18:07,154.0,9563.0,9932.0
11:18:07,154.0,9563.0,9932.0
11:18:07,255.0,26577.0,26577.0
11:18:07,255.0,26577.0,26577.0
11:18:07,255.0,26577.0,26577.0
11:18:07,255.0,26577.0,26577.0
11:18:07,244.0,-9706.0,-4660.0
11:18:07,244.0,-9706.0,-4660.0
11:18:07,244.0,-9706.0,-4660.0
11:18:07,244.0,-9706.0,-4660.0
11:18:07,278.0,-9721.0,-3970.0
11:18:07,278.0,-9721.0,-3970.0
11:18:07,278.0,-9721.0,-3970.0
11:18:07,278.0,-9721.0,-3970.0
11:18:07,292.0,-9151.0,-1965.0
11:18:07,292.0,-9151.0,-1965.0
11:18:07,292.0,-9151.0,-1965.0
11:18:07,292.0,-9151.0,-1965.0
11:18:07,264.0,-8244.0,574.0
11:18:07,264.0,-8244.0,574.0
11:18:07,264.0,-8244.0,574.0
11:18:07,264.0,-8244.0,574.0
11:18:07,247.0,-7493.0,2671.0
11:18:07,247.0,-7493.0,2671.0
11:18:07,247.0,-7493.0,2671.0
11:18:07,247.0,-7493.0,2671.0
11:18:07,282.0,-7265.0,3382.0
11:18:07,282.0,-7265.0,3382.0
11:18:07,282.0,-7265.0,3382.0
11:18:07,282.0,-7265.0,3382.0
11:18:07,293.0,-7395.0,3202.0
11:18:07,293.0,-7395.0,3202.0
11:18:07,293.0,-7395.0,3202.0
11:18:07,293.0,-7395.0,3202.0
11:18:07,281.0,-7686.0,2548.0
11:18:07,281.0,-7686.0,2548.0
11:18:07,281.0,-7686.0,2548.0
11:18:07,281.0,-7686.0,2548.0
11:18:07,267.0,-7925.0,1989.0
11:18:07,267.0,-7925.0,1989.0
11:18:07,267.0,-7925.0,1989.0
11:18:07,267.0,-7925.0,1989.0
11:18:07,262.0,-8133.0,1474.0
11:18:07,262.0,-8133.0,1474.0
11:18:07,262.0,-8133.0,1474.0
11:18:07,262.0,-8133.0,1474.0
11:18:07,267.0,-8263.0,1072.0
11:18:07,267.0,-8263.0,1072.0
11:18:07,267.0,-8263.0,1072.0
11:18:07,267.0,-8263.0,1072.0
11:18:07,267.0,-8325.0,942.0
11:18:07,267.0,-8325.0,942.0
11:18:07,267.0,-8325.0,942.0
11:18:07,267.0,-8325.0,942.0
11:18:07,252.0,-8223.0,1247.0
11:18:07,252.0,-8223.0,1247.0
11:18:07,252.0,-8223.0,1247.0
11:18:07,252.0,-8223.0,1247.0
11:18:07,267.0,-8125.0,1627.0
11:18:07,267.0,-8125.0,1627.0
11:18:07,267.0,-8125.0,1627.0
11:18:07,267.0,-8125.0,1627.0
11:18:07,284.0,-8054.0,1914.0
11:18:07,284.0,-8054.0,1914.0
11:18:07,284.0,-8054.0,1914.0
11:18:07,284.0,-8054.0,1914.0
11:18:07,267.0,-8023.0,2037.0
11:18:07,267.0,-8023.0,2037.0
11:18:07,267.0,-8023.0,2037.0
11:18:07,267.0,-8023.0,2037.0
11:18:07,275.0,-7902.0,2270.0
11:18:07,275.0,-7902.0,2270.0
11:18:07,275.0,-7902.0,2270.0
11:18:07,275.0,-7902.0,2270.0
11:18:07,244.0,-7851.0,2370.0
11:18:07,244.0,-7851.0,2370.0
11:18:07,244.0,-7851.0,2370.0
11:18:07,244.0,-7851.0,2370.0
11:18:07,246.0,-7831.0,2491.0
11:18:07,246.0,-7831.0,2491.0
11:18:07,246.0,-7831.0,2491.0
11:18:07,246.0,-7831.0,2491.0
11:18:07,224.0,-7692.0,2992.0
11:18:07,224.0,-7692.0,2992.0
11:18:07,224.0,-7692.0,2992.0
11:18:07,224.0,-7692.0,2992.0
11:18:07,246.0,-7499.0,3613.0
11:18:07,246.0,-7499.0,3613.0
11:18:07,246.0,-7499.0,3613.0
11:18:07,246.0,-7499.0,3613.0
11:18:07,185.0,-7454.0,3918.0
11:18:07,185.0,-7454.0,3918.0
11:18:07,185.0,-7454.0,3918.0
11:18:07,185.0,-7454.0,3918.0
11:18:07,396.0,-7474.0,3987.0
11:18:07,396.0,-7474.0,3987.0
11:18:07,396.0,-7474.0,3987.0
11:18:07,396.0,-7474.0,3987.0
11:18:07,35.0,-7558.0,3906.0
11:18:07,35.0,-7558.0,3906.0
11:18:07,35.0,-7558.0,3906.0
11:18:07,35.0,-7558.0,3906.0
11:18:07,-123.0,-7626.0,3834.0
11:18:07,-123.0,-7626.0,3834.0
11:18:07,-123.0,-7626.0,3834.0
11:18:07,-123.0,-7626.0,3834.0
11:18:07,205.0,-7714.0,3747.0
11:18:07,205.0,-7714.0,3747.0
11:18:07,205.0,-7714.0,3747.0
11:18:07,205.0,-7714.0,3747.0
11:18:07,251.0,-7808.0,3654.0
11:18:07,251.0,-7808.0,3654.0
11:18:07,251.0,-7808.0,3654.0
11:18:07,251.0,-7808.0,3654.0
11:18:07,265.0,-7878.0,3628.0
11:18:07,265.0,-7878.0,3628.0
11:18:07,265.0,-7878.0,3628.0
11:18:07,265.0,-7878.0,3628.0
11:18:07,293.0,-7925.0,3603.0
11:18:07,293.0,-7925.0,3603.0
11:18:07,293.0,-7925.0,3603.0
11:18:07,293.0,-7925.0,3603.0
11:18:07,300.0,-7978.0,3545.0
11:18:07,300.0,-7978.0,3545.0
11:18:07,300.0,-7978.0,3545.0
11:18:07,300.0,-7978.0,3545.0
11:18:07,239.0,-7965.0,3571.0
11:18:07,239.0,-7965.0,3571.0
11:18:07,239.0,-7965.0,3571.0
11:18:07,239.0,-7965.0,3571.0
11:18:07,221.0,-7919.0,3636.0
11:18:07,221.0,-7919.0,3636.0
11:18:07,221.0,-7919.0,3636.0
11:18:07,221.0,-7919.0,3636.0
11:18:07,228.0,-8030.0,3492.0
11:18:07,228.0,-8030.0,3492.0
11:18:07,228.0,-8030.0,3492.0
11:18:07,228.0,-8030.0,3492.0
11:18:07,230.0,-8159.0,3252.0
11:18:07,230.0,-8159.0,3252.0
11:18:07,230.0,-8159.0,3252.0
11:18:07,230.0,-8159.0,3252.0
11:18:07,198.0,-8307.0,3006.0
11:18:07,198.0,-8307.0,3006.0
11:18:07,198.0,-8307.0,3006.0
11:18:07,198.0,-8307.0,3006.0
11:18:07,233.0,-8444.0,2716.0
11:18:07,233.0,-8444.0,2716.0
11:18:07,233.0,-8444.0,2716.0
11:18:07,233.0,-8444.0,2716.0
11:18:07,164.0,-8535.0,2496.0
11:18:07,164.0,-8535.0,2496.0
11:18:07,164.0,-8535.0,2496.0
11:18:07,164.0,-8535.0,2496.0
11:18:07,180.0,-8535.0,2309.0
11:18:07,180.0,-8535.0,2309.0
11:18:07,180.0,-8535.0,2309.0
11:18:07,180.0,-8535.0,2309.0
11:18:07,184.0,-8538.0,2030.0
11:18:07,184.0,-8538.0,2030.0
11:18:07,184.0,-8538.0,2030.0
11:18:07,184.0,-8538.0,2030.0
11:18:07,173.0,-8576.0,1593.0
11:18:07,173.0,-8576.0,1593.0
11:18:07,173.0,-8576.0,1593.0
11:18:07,173.0,-8576.0,1593.0
11:18:07,174.0,-8659.0,804.0
11:18:07,174.0,-8659.0,804.0
11:18:07,174.0,-8659.0,804.0
11:18:07,174.0,-8659.0,804.0
11:18:07,176.0,-9213.0,-583.0
11:18:07,176.0,-9213.0,-583.0
11:18:07,176.0,-9213.0,-583.0
11:18:07,176.0,-9213.0,-583.0
11:18:07,198.0,-12163.0,-5337.0
11:18:07,198.0,-12163.0,-5337.0
11:18:07,198.0,-12163.0,-5337.0
11:18:07,198.0,-12163.0,-5337.0
11:18:07,212.0,-7797.0,-5480.0
11:18:07,212.0,-7797.0,-5480.0
11:18:07,212.0,-7797.0,-5480.0
11:18:07,212.0,-7797.0,-5480.0
11:18:07,285.0,-32768.0,-32768.0
11:18:07,285.0,-32768.0,-32768.0
11:18:07,285.0,-32768.0,-32768.0
11:18:07,285.0,-32768.0,-32768.0
11:18:07,195.0,16275.0,17322.0
11:18:07,195.0,16275.0,17322.0
11:18:08,195.0,16275.0,17322.0
11:18:08,195.0,16275.0,17322.0
11:18:08,197.0,11161.0,11869.0
11:18:08,197.0,11161.0,11869.0
11:18:08,197.0,11161.0,11869.0
11:18:08,197.0,11161.0,11869.0
11:18:08,189.0,9672.0,10401.0
11:18:08,189.0,9672.0,10401.0
11:18:08,189.0,9672.0,10401.0
11:18:08,189.0,9672.0,10401.0
11:18:08,283.0,9913.0,10642.0
11:18:08,283.0,9913.0,10642.0
11:18:08,283.0,9913.0,10642.0
11:18:08,283.0,9913.0,10642.0
11:18:08,365.0,11440.0,12183.0
11:18:08,365.0,11440.0,12183.0
11:18:08,365.0,11440.0,12183.0
11:18:08,365.0,11440.0,12183.0
11:18:08,-494.0,15054.0,15851.0
11:18:08,-494.0,15054.0,15851.0
11:18:08,-494.0,15054.0,15851.0
11:18:08,-494.0,15054.0,15851.0
11:18:08,227.0,22480.0,23986.0
11:18:08,227.0,22480.0,23986.0
11:18:08,227.0,22480.0,23986.0
11:18:08,227.0,22480.0,23986.0
11:18:08,257.0,-26966.0,-26673.0
11:18:08,257.0,-26966.0,-26673.0
11:18:08,257.0,-26966.0,-26673.0
11:18:08,257.0,-26966.0,-26673.0
11:18:08,272.0,-12517.0,-9382.0
11:18:08,272.0,-12517.0,-9382.0
11:18:08,272.0,-12517.0,-9382.0
11:18:08,272.0,-12517.0,-9382.0
11:18:08,275.0,-12352.0,-6099.0
11:18:08,275.0,-12352.0,-6099.0
11:18:08,275.0,-12352.0,-6099.0
11:18:08,275.0,-12352.0,-6099.0
11:18:08,256.0,-11863.0,-5721.0
11:18:08,256.0,-11863.0,-5721.0
11:18:08,256.0,-11863.0,-5721.0
11:18:08,256.0,-11863.0,-5721.0
11:18:08,248.0,-8541.0,-2828.0
11:18:08,248.0,-8541.0,-2828.0
11:18:08,248.0,-8541.0,-2828.0
11:18:08,248.0,-8541.0,-2828.0
11:18:08,271.0,-7435.0,-1342.0
11:18:08,271.0,-7435.0,-1342.0
11:18:08,271.0,-7435.0,-1342.0
11:18:08,271.0,-7435.0,-1342.0
11:18:08,282.0,-7365.0,-945.0
11:18:08,282.0,-7365.0,-945.0
11:18:08,282.0,-7365.0,-945.0
11:18:08,282.0,-7365.0,-945.0
11:18:08,270.0,-7363.0,-759.0
11:18:08,270.0,-7363.0,-759.0
11:18:08,270.0,-7363.0,-759.0
11:18:08,270.0,-7363.0,-759.0
11:18:08,263.0,-7490.0,-734.0
11:18:08,263.0,-7490.0,-734.0
11:18:08,263.0,-7490.0,-734.0
11:18:08,263.0,-7490.0,-734.0
11:18:08,254.0,-7619.0,-722.0
11:18:08,254.0,-7619.0,-722.0
11:18:08,254.0,-7619.0,-722.0
11:18:08,254.0,-7619.0,-722.0
11:18:08,245.0,-7723.0,-689.0
11:18:08,245.0,-7723.0,-689.0
11:18:08,245.0,-7723.0,-689.0
11:18:08,245.0,-7723.0,-689.0
11:18:08,253.0,-7764.0,-534.0
11:18:08,253.0,-7764.0,-534.0
11:18:08,253.0,-7764.0,-534.0
11:18:08,253.0,-7764.0,-534.0
11:18:08,227.0,-7710.0,-262.0
